"Superior_Method","Data_Access_Date","Latest_TUiK_Observation","Forecast_Target_Period","Forecasted_Value","MAPE_pct","MAD","MSE","Tracking_Signal"
"Regression (Trend + Seasonal Dummies)","02 Haziran 2026","March 2026","April 2026",190.83,3.267,3.363,17.83,0
